catalog_id,name,category,origin,target_class,promotion_status,authority,next_requirement
type-or-value-class-nat,Nat,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-int,Int,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-rational,Rational,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-real,Real,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-complex,Complex,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-float64,Float64,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-modint,ModInt,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-finitefield,FiniteField,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-bit,Bit,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-bits,Bits,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-byte,Byte,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-bytestring,ByteString,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-symbol,Symbol,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-term,Term,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-set,Set,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-finiteset,FiniteSet,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-sequence,Sequence,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-list,List,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-tuple,Tuple,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-record,Record,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-vector,Vector,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-matrix,Matrix,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-tensor,Tensor,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-graph,Graph,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-tree,Tree,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-distribution,Distribution,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-randomvariable,RandomVariable,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-interval,Interval,type or value class,thread-derived,type,prototype-specified,V19 prototype capsule,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-quantity,Quantity,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-unit,Unit,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-positive,Positive,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-nonnegative,NonNegative,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-probability,Probability,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-money,Money,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-per,Per,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-trajectory,Trajectory,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-witness,Witness,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-counterexample,Counterexample,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-certificate,Certificate,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-proof,Proof,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-proofobligation,ProofObligation,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-trace,Trace,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-worldportfolio,WorldPortfolio,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-answer,Answer,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-answerreceipt,AnswerReceipt,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
type-or-value-class-cargocomponent,CargoComponent,type or value class,thread-derived,type,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
